index,State,Abbreviation,Average Daylight Hours,Binge Drinking Rate (%),Median Drinks per Binge,Top 25% Drinks per Binge,Median Binges per Month,Top 25% Binges per Month,Annual Deaths,Death Rate Increase (%),"Deaths per 10,000 Adults",Male Death Percentage (%),Chronic Death Percentage (%),Over 35 Death Percentage (%),Under 21 Death Percentage (%),Years of Life Lost,Economic Cost ($),Cost per Drink ($),city,country,description,location,state,state_abbrev,longitude,latitude,city_longitude,city_latitude,Audio Evidence,Image/Video Evidence,Haunted Places Witness Count,Time of Day,Apparition Type,Event Type,Daylight Duration,Haunted Places Date,Year,Deaths Caused by Drugs,Population,Crude Death Rate,phase,diameter,distance,distance_nearest_pow,church_count_2km,most_common_religion,entities_detected,TIME,PERSON,PRODUCT,NORP,CARDINAL,DATE,ORDINAL,MONEY,WORK_OF_ART,ORG,GPE,EVENT,FAC,QUANTITY,LOC,LAW,PERCENT,LANGUAGE,Generated Prompt,geoparser_data,Image Name,Caption,Extracted Captions,Fuzzy Avg Similarity,Semantic Avg Similarity,Classnames,ImagePath
240,Alaska,AK,9.23,16.0,5.4,7.1,1.9,4.4,433,45.0,7.83,65.4,52.4,77.1,65.4,13285.0,827.2,3.04,Fairbanks,United States,"As you first start to drive down this road, to your left is Birch Hill. Numerous people have seen what looks like glowing balls in the sky, that cast streaks of bright light everywhere. It has only been seen during the winter months at around 7PM or later.",Chena Hot Springs Road,Alaska,AK,-146.8550798,64.8834779,-147.7163888,64.8377778,False,True,10,night,Unknown,unknown,4:01,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,1939627.369693337,,,"[('first', 'ORDINAL'), ('Birch Hill', 'ORG'), ('the winter months', 'DATE')]",,,,,,the winter months,first,,,Birch Hill,,,,,,,,," a haunted Chena Hot Springs Road at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_240.png,"{""captions"": [{""confidence"": 0.005653210076655517, ""sentence"": ""a person riding skis down a snow covered slope .""}, {""confidence"": 0.003610047145620301, ""sentence"": ""a person riding skis on a snowy surface""}, {""confidence"": 0.003243283222851525, ""sentence"": ""a person riding skis on a snowy slope""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 25, ""captioning"": 1135, ""units"": ""ms""}}","['a person riding skis down a snow covered slope .', 'a person riding skis on a snowy surface', 'a person riding skis on a snowy slope']",21.33,0.6051,"geyser, dam, dike, dyke, valley, vale, alp, chainlink fence",Generated Image no description 3/image_240.png
260,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Bisbee,United States,"Built in 1931, this Art Deco masterpiece is reported to be the home of many trapped spirits. The top floor houses the old Cochise County Jail, where heavy energies and smells can often be detected. The Division 2 Judge's chambers is often the site of strange occurrences and the fleeting scent of cigar smoke. Security Officers opening the building early in the mornings, have reported hearing voices, slamming doors and seeing the apparently headless apparition in a Judge's Robe, floating through the 2nd floor lobby. This apparition is believed to possibly be the spirit of Judge John Wilson Ross, who served on the bench from 1931 to 1943. Numerous reports of paranormal events have been recorded throughout the rest of the building, mostly by the employees who work daily in this building.",Cochise County Courthouse,Arizona,AZ,-109.9211697,31.4426321,-109.9284084,31.4481547,True,True,5,morning,Ghost,supernatural,14:10,7/1/31,1931,Unknown,Unknown,Unknown,0.02,1876.8,381891,32508.4267537036,,,"[('1931', 'DATE'), ('Art Deco', 'PERSON'), ('Cochise County Jail', 'GPE'), ('2', 'CARDINAL'), ('Robe', 'PERSON'), ('2nd', 'ORDINAL'), ('John Wilson Ross', 'PERSON'), ('1931 to 1943', 'DATE'), ('daily', 'DATE')]",,"Art Deco, Robe, John Wilson Ross",,,2,"1931, 1931 to 1943, daily",2nd,,,,Cochise County Jail,,,,,,,,"Floating human figure appearing at  a haunted Cochise County Courthouse at morning, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_260.png,"{""captions"": [{""confidence"": 0.00013998460247186228, ""sentence"": ""a man sitting on a bench in front of a building .""}, {""confidence"": 0.00013049476847872118, ""sentence"": ""a woman sitting on a bench in front of a building .""}, {""confidence"": 9.82842534219344e-05, ""sentence"": ""a person sitting on a bench in front of a building .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 24, ""captioning"": 1008, ""units"": ""ms""}}","['a man sitting on a bench in front of a building .', 'a woman sitting on a bench in front of a building .', 'a person sitting on a bench in front of a building .']",12.0,0.6118,"palace, flagpole, flagstaff, monastery, mosque, vault",Generated Image no description 3/image_260.png
280,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Flagstaff,United States,"The ghost of a woman has been seen in the halls. Faucets turn on and off by themselves, doors lock and the keys don't work in them anymore, and telephones ring in the front office from locked offices upstairs, even after they have been unplugged. Disembodied voices are heard, apparitions are seen, and objects are moved from one location to another.",NACOG Head Start Administration Building,Arizona,AZ,-111.6490815,35.195554,-111.651302,35.1982836,True,True,5,night,Female Ghost,supernatural,9:50,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,777.3538186241692,2.0,christian,[],,,,,,,,,,,,,,,,,,,"Female floating figure appearing at  a haunted NACOG Head Start Administration Building at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_280.png,"{""captions"": [{""confidence"": 1.4094829020696977e-06, ""sentence"": ""a view of a room with a bed and a window .""}, {""confidence"": 7.960459841269136e-07, ""sentence"": ""a view of a room with a window and a window .""}, {""confidence"": 4.4218530163573213e-07, ""sentence"": ""a view of a room with a window and a clock .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 21, ""captioning"": 991, ""units"": ""ms""}}","['a view of a room with a bed and a window .', 'a view of a room with a window and a window .', 'a view of a room with a window and a clock .']",18.67,0.6843,"shoji, theater curtain, theatre curtain, sliding door, restaurant, eating house, eating place, eatery, spotlight, spot",Generated Image no description 3/image_280.png
300,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Grand Canyon National Park,United States,"In the middle of the U shaped parking lot in front of the hotel, there is a marked grave hiding in a patch of land next to the stop sign. The grave is that of a former Harvey Girl that worked for the Fred Harvey Company. The ghost of a black-caped figure has been seen walking along the pathway leading up from the steps, just to the right of the El Tovar Hotel all along the path. It passes the grave and disappears behind the Hopi House. Although most visitors are unaware, the El Tovar, built in the very early 1900's, is home to more then a few spirits. They say that Fred Harvey appears on the third floor during the holidays and invites people to the annual Christmas gathering held in the hotel. The third floor and the kitchen are the haunted hot spots at the El Tovar Hotel.",El Tovar Hotel,Arizona,AZ,-112.1375779,36.0574162,-112.1129972,36.1069652,False,True,5,night,Child Ghost,supernatural,9:45,1/1/00,2000,522,5130632,10.1742,6.81,1876.6,381921,109274.73014288848,,,"[('U', 'ORG'), ('Harvey Girl', 'PERSON'), ('the Fred Harvey Company', 'ORG'), ('the El Tovar Hotel', 'ORG'), ('the Hopi House', 'ORG'), (""the very early 1900's"", 'DATE'), ('Fred Harvey', 'PERSON'), ('third', 'ORDINAL'), ('the holidays', 'DATE'), ('annual', 'DATE'), ('Christmas', 'DATE'), ('third', 'ORDINAL'), ('the El Tovar Hotel', 'ORG')]",,"Harvey Girl, Fred Harvey",,,,"the very early 1900's, the holidays, annual, Christmas","third, third",,,"U, the Fred Harvey Company, the El Tovar Hotel, the Hopi House, the El Tovar Hotel",,,,,,,,,"Child floating figure appearing at  a haunted El Tovar Hotel at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.","{'El Tovar': {'Latitude': '38.22663', 'Longitude': '-2.74944'}}",image_300.png,"{""captions"": [{""confidence"": 0.0005281942265270547, ""sentence"": ""a black and white photo of a boy on a skateboard .""}, {""confidence"": 0.00026975668203709283, ""sentence"": ""a black and white photo of a boy on a skateboard""}, {""confidence"": 0.00020696708595740267, ""sentence"": ""a black and white photo of a young boy on a skateboard .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 22, ""captioning"": 987, ""units"": ""ms""}}","['a black and white photo of a boy on a skateboard .', 'a black and white photo of a boy on a skateboard', 'a black and white photo of a young boy on a skateboard .']",11.33,0.5278,"teddy, teddy bear, television, television system, bow tie, bow-tie, bowtie, suit, suit of clothes",Generated Image no description 3/image_300.png
320,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Mesa,United States,"The wood carving of a lady in the women's restroom turns the faucets on and off. Servers hear their names being called from the front station, voices of women have been heard in the downstairs hallway late at night, and track lighting in the downstairs hallway have blown up. It is said that the second step from the downstairs going up is haunted. - May 2008 Updates - 1) the statue in the women’s restroom has been removed. 2) The faucets in both restrooms are motion censored. 3) the 2nd step there is a cold feeling, but then again their is a a/c vent directly over head..4) The lighting in the lower level about it bursting was from an electrical problem from old wiring ..This was a statement from the management.",The Landmark Restaurant,Arizona,AZ,-111.848545,33.414213,-111.8314724,33.4151843,True,False,5,unknown,Spooky Sounds,unknown,13:31,5/1/08,2008,828,6280362,13.184,4.95,1768.2,405337,696.2521587981621,7.0,christian,"[('late at night', 'TIME'), ('second', 'ORDINAL'), ('May 2008', 'DATE'), ('2', 'CARDINAL'), ('3', 'CARDINAL'), ('2nd', 'ORDINAL'), ('4', 'CARDINAL')]",late at night,,,,"2, 3, 4",May-08,"second, 2nd",,,,,,,,,,,,"Spooky Sounds appearing at  a haunted The Landmark Restaurant, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_320.png,"{""captions"": [{""confidence"": 2.4704549827533284e-05, ""sentence"": ""a black and white photo of a large room""}, {""confidence"": 5.939814989024605e-06, ""sentence"": ""a black and white photo of a room with a large window .""}, {""confidence"": 4.901041840497417e-06, ""sentence"": ""a black and white photo of a room with a table and chairs .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 29, ""captioning"": 1010, ""units"": ""ms""}}","['a black and white photo of a large room', 'a black and white photo of a room with a large window .', 'a black and white photo of a room with a table and chairs .']",12.33,0.6275,"restaurant, eating house, eating place, eatery",Generated Image no description 3/image_320.png
340,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Phoenix,United States,"When traveling down this alley, you will be chased out by strange lights. You can also hear noises as if being hit by pounding hands on the tops of your car. -  July 2005 Update – The location of this alley is under scrutiny. If you have the absolute location please email us at Haunted Places.",Jo Jo's Alley,Arizona,AZ,-112.1416639,33.698716,-112.0740373,33.4483771,True,True,0,unknown,Spooky Sounds,unknown,14:21,7/1/05,2005,794,5839077,13.598,0.17,1869.4,383400,3097.8848256276938,,,"[('July 2005', 'DATE'), ('Haunted Places', 'ORG')]",,,,,,Jul-05,,,,Haunted Places,,,,,,,,,"Spooky Sounds appearing at  a haunted Jo Jo's Alley, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_340.png,"{""captions"": [{""confidence"": 0.0006863102955883355, ""sentence"": ""a black and white photo of a city street""}, {""confidence"": 0.00029289345334655454, ""sentence"": ""a black and white photo of a building with a clock .""}, {""confidence"": 0.00024108815176504905, ""sentence"": ""a black and white photo of a building with a clock""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 27, ""captioning"": 995, ""units"": ""ms""}}","['a black and white photo of a city street', 'a black and white photo of a building with a clock .', 'a black and white photo of a building with a clock']",22.33,0.6284,"prison, prison house, barbershop, restaurant, eating house, eating place, eatery, parking meter, streetcar, tram, tramcar, trolley, trolley car",Generated Image no description 3/image_340.png
360,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Sierra Vista,United States,"When you go here at night between 7PM and 12AM, rocks and sand will mysteriously be thrown at you. You will also hear footsteps and screams, and see shadows.",Bus Barn,Arizona,AZ,-110.2646286,31.5557585,-110.2772856,31.5455001,True,True,0,night,Spooky Sounds,unknown,10:08,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,7236.448256433029,,,"[('night', 'TIME'), ('12AM', 'CARDINAL')]",night,,,,12AM,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Bus Barn at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_360.png,"{""captions"": [{""confidence"": 0.00015070074004050845, ""sentence"": ""a black and white photo of a large building .""}, {""confidence"": 4.6618462244503945e-05, ""sentence"": ""a black and white photo of a large building""}, {""confidence"": 3.2804269262017e-05, ""sentence"": ""a black and white photo of a building with a window .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 26, ""captioning"": 988, ""units"": ""ms""}}","['a black and white photo of a large building .', 'a black and white photo of a large building', 'a black and white photo of a building with a window .']",32.33,0.589,"theater curtain, theatre curtain, prison, prison house, sliding door, cinema, movie theater, movie theatre, movie house, picture palace, barn",Generated Image no description 3/image_360.png
380,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Tucson,United States,"There is a young girl dressed in prairie clothes, wearing a white apron, that wanders in the area of the old chicken coop and horse corral. She is said to have died from a fever. She will sometimes laugh, and be seen standing by an old tree. Younger children have talked to her, and have said her name is Lillian.",Desert Views Ranch,Arizona,AZ,-110.8126448,32.2856263,-110.926479,32.2217429,False,True,5,night,Child Ghost,accident with casualty,10:04,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,18151.27269277409,,,"[('Lillian', 'GPE')]",,,,,,,,,,,Lillian,,,,,,,,"Child floating figure appearing at  a haunted Desert Views Ranch at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_380.png,"{""captions"": [{""confidence"": 0.000687935187749318, ""sentence"": ""a person holding a surf board on a beach""}, {""confidence"": 0.0006444498894856369, ""sentence"": ""a person holding a surf board in a body of water""}, {""confidence"": 0.00014008028122993097, ""sentence"": ""a person holding a surf board in the water""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 21, ""captioning"": 1006, ""units"": ""ms""}}","['a person holding a surf board on a beach', 'a person holding a surf board in a body of water', 'a person holding a surf board in the water']",20.33,0.4859,"bison, thatch, thatched roof, barn, hay, megalith, megalithic structure",Generated Image no description 3/image_380.png
400,Arizona,AZ,11.16,16.7,5.5,7.9,1.5,3.8,3670,40.9,6.62,68.3,59.2,84.1,68.3,7151502.0,5.946,2.27,Tucson,United States,"A former worker experienced strange and unsettling occurrences for a year. This old hospital that dates back to the 1940's, holds many secrets. An apparition has been seen of an older woman dressed all in black, roaming the hall near unit 450. She would walk through the walls and doors of that hall. Also, in the same hallway, a child would also run through the doors and walls. A black cat is also seen running through the wall of a department at various work shifts. There were also many cold spots in various locations of the hospital. The female co-workers experienced hair- pulling, and strange whispering in their ears. Office chairs with wheels would roll by themselves.",Tucson Medical Center,Arizona,AZ,-110.8804999,32.253063,-110.926479,32.2217429,True,True,10,unknown,Female Ghost,unknown,13:26,5/1/40,1940,Unknown,Unknown,Unknown,4.95,1768.2,405337,9652.733102,,,"[('a year', 'DATE'), ('1940', 'DATE'), ('450', 'CARDINAL')]",,,,,450,"a year, 1940",,,,,,,,,,,,,"Female floating figure appearing at  a haunted Tucson Medical Center, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_400.png,"{""captions"": [{""confidence"": 0.00027094971030622555, ""sentence"": ""a woman is walking down the street with an umbrella .""}, {""confidence"": 0.000204256494344111, ""sentence"": ""a woman is walking down the street holding an umbrella .""}, {""confidence"": 0.00012546700527771084, ""sentence"": ""a woman is walking down a street with an umbrella .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 23, ""captioning"": 995, ""units"": ""ms""}}","['a woman is walking down the street with an umbrella .', 'a woman is walking down the street holding an umbrella .', 'a woman is walking down a street with an umbrella .']",13.67,0.5454,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",Generated Image no description 3/image_400.png
420,Arkansas,AR,11.11,16.0,5.6,9.2,1.9,4.5,1407,52.1,6.08,69.8,55.7,83.4,69.8,35826.0,2.073,3.06,Bentonville,United States,"Haunted by the former owner, the museum, open to the public, has light poltergeists and corner of the eye apparitions.",Peel Museum,Arkansas,AR,-94.2222738,36.3691347,-94.2088172,36.3728538,False,True,5,unknown,Ghost,unknown,9:44,1/1/25,2025,Unknown,Unknown,Unknown,1.47,1877.5,381744,1322.5764413153076,1.0,christian,[],,,,,,,,,,,,,,,,,,,"Floating human figure appearing at  a haunted Peel Museum, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_420.png,"{""captions"": [{""confidence"": 0.00016720328701399974, ""sentence"": ""a statue of a man standing next to a clock .""}, {""confidence"": 0.00011359988064337053, ""sentence"": ""a statue of a man in a suit and tie""}, {""confidence"": 8.017934946324902e-05, ""sentence"": ""a statue of a man in a suit and tie .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 28, ""captioning"": 988, ""units"": ""ms""}}","['a statue of a man standing next to a clock .', 'a statue of a man in a suit and tie', 'a statue of a man in a suit and tie .']",32.33,0.5763,"vault, book jacket, dust cover, dust jacket, dust wrapper, pedestal, plinth, footstall, ballplayer, baseball player, altar",Generated Image no description 3/image_420.png
440,Arkansas,AR,11.11,16.0,5.6,9.2,1.9,4.5,1407,52.1,6.08,69.8,55.7,83.4,69.8,35826.0,2.073,3.06,DeQueen,United States,"If you drop a rock in the well at the middle of the cemetery at night, you can hear a baby cry. It has been said that you can even see and hear the baby’s mother running through the graveyard, near the old burned down church. The story is told of a woman who was near the well drawing out water, before it was a graveyard. She sat the child on the edge of the well, and the baby fell in and drowned.",Avon Cemetery,Arkansas,AR,-94.3232846,34.085894,-94.3413168,34.0378916,True,True,0,night,Spooky Sounds,accident with casualty,9:56,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,4064.0445716406994,,,"[('night', 'TIME')]",night,,,,,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Avon Cemetery at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_440.png,"{""captions"": [{""confidence"": 0.00026692145247820214, ""sentence"": ""a group of people standing on top of a lush green field .""}, {""confidence"": 6.2862619416479e-05, ""sentence"": ""a group of people standing on top of a grass covered field .""}, {""confidence"": 1.0094025184781496e-05, ""sentence"": ""a group of people standing in a field next to a tree .""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 25, ""captioning"": 1135, ""units"": ""ms""}}","['a group of people standing on top of a lush green field .', 'a group of people standing on top of a grass covered field .', 'a group of people standing in a field next to a tree .']",20.67,0.5493,"megalith, megalithic structure, picket fence, paling, worm fence, snake fence, snake-rail fence, Virginia fence",Generated Image no description 3/image_440.png
460,Arkansas,AR,11.11,16.0,5.6,9.2,1.9,4.5,1407,52.1,6.08,69.8,55.7,83.4,69.8,35826.0,2.073,3.06,Jacksonville,United States,"In the auditorium of the high school, strange noises can be heard of a man mumbling to himself. Also, you can also hear footsteps along the catwalk when there is no one there.",Jacksonville High School,Arkansas,AR,-92.1022285,34.8879335,-92.1101458,34.8662005,True,False,0,night,Spooky Sounds,unknown,9:52,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,3329.6057796310515,,,[],,,,,,,,,,,,,,,,,,,"Spooky Sounds appearing at  a haunted Jacksonville High School at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_460.png,"{""captions"": [{""confidence"": 0.00016163836556974676, ""sentence"": ""a tall brick building with a clock on it .""}, {""confidence"": 0.00014413463397181705, ""sentence"": ""a tall building with a clock on it""}, {""confidence"": 0.0001354745831203863, ""sentence"": ""a tall brick building with a clock on it""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 29, ""captioning"": 1016, ""units"": ""ms""}}","['a tall brick building with a clock on it .', 'a tall building with a clock on it', 'a tall brick building with a clock on it']",27.33,0.6108,"palace, monastery, castle",Generated Image no description 3/image_460.png
480,Arkansas,AR,11.11,16.0,5.6,9.2,1.9,4.5,1407,52.1,6.08,69.8,55.7,83.4,69.8,35826.0,2.073,3.06,McCrory,United States,"Several workers have seen people or images walking past them inside the factory. One janitor saw a little boy dressed as an Indian standing at the bottom of the stairs. Then, he vanished. One power truck driver screamed one night, because she said a little boy was staring her in the face when she turned around, and then he just disappeared.",American Greetings,Arkansas,AR,-89.9754522,35.6870459,-91.2001246,35.2561978,False,True,2,night,Unknown,unknown,9:48,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,2129.596565917943,,,"[('One', 'CARDINAL'), ('Indian', 'NORP'), ('One', 'CARDINAL'), ('one night', 'TIME')]",one night,,,Indian,"One, One",,,,,,,,,,,,,," a haunted American Greetings at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_480.png,"{""captions"": [{""confidence"": 2.5115178614269767e-05, ""sentence"": ""a man is standing in front of a fire hydrant .""}, {""confidence"": 1.972672854171841e-05, ""sentence"": ""a man is standing in front of a building .""}, {""confidence"": 1.9391143971180942e-05, ""sentence"": ""a man is standing in front of a fire hydrant""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 27, ""captioning"": 1017, ""units"": ""ms""}}","['a man is standing in front of a fire hydrant .', 'a man is standing in front of a building .', 'a man is standing in front of a fire hydrant']",20.67,0.5202,"boathouse, mobile home, manufactured home, lakeside, lakeshore, palace, picket fence, paling",Generated Image no description 3/image_480.png
500,Arkansas,AR,11.11,16.0,5.6,9.2,1.9,4.5,1407,52.1,6.08,69.8,55.7,83.4,69.8,35826.0,2.073,3.06,Pea Ridge,United States,"Like most Civil War battlegrounds, Pea Ridge has hauntings much like Gettysburg, only not as strong.",Pea Ridge Battleground,Arkansas,AR,-94.025807,36.4437655,-94.1152041,36.4539625,False,False,0,unknown,Unknown,unknown,9:44,01/01/1861,1861,Unknown,Unknown,Unknown,12.35,1889.5,379317,3123.780882882498,,,"[('Civil War', 'EVENT'), ('Pea Ridge', 'PERSON'), ('Gettysburg', 'GPE')]",,Pea Ridge,,,,,,,,,Gettysburg,Civil War,,,,,,," a haunted Pea Ridge Battleground, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_500.png,"{""captions"": [{""confidence"": 6.727026571085463e-05, ""sentence"": ""a black and white photo of a horse in a field .""}, {""confidence"": 6.701875784585838e-05, ""sentence"": ""a black and white photo of a zebra in a field .""}, {""confidence"": 5.182350364761392e-05, ""sentence"": ""a black and white photo of a horse in a field""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 25, ""captioning"": 1009, ""units"": ""ms""}}","['a black and white photo of a horse in a field .', 'a black and white photo of a zebra in a field .', 'a black and white photo of a horse in a field']",32.33,0.5121,"barn, park bench, worm fence, snake fence, snake-rail fence, Virginia fence, hay, rapeseed",Generated Image no description 3/image_500.png
540,California,CA,11.12,16.6,5.5,7.7,1.6,3.7,15443,40.0,5.04,69.1,64.4,86.1,69.1,376899.0,35.011,3.29,Santa Ana,United States,"Popular to all of people around that area with a haunted house that has been torn off (99 out of 100 people in the city know about this area). This place has a lot of different stories, someone said this place used to be a coffee shop, some gangs came and shot each others made alot of people death and became haunted. Others said that the place used to be Indian cemetery so there are spirits appeared during the night and kicked people who lived there out.",Euclid corner Harzard,California,CA,-117.9375541,33.7523556,-117.867653,33.7454725,True,True,99,night,Ghost,accident with casualty,9:57,1/1/25,2025,Unknown,Unknown,Unknown,4.48,1891.4,378945,435.4213971405248,4.0,christian,"[('99', 'CARDINAL'), ('100', 'CARDINAL'), ('Indian', 'NORP'), ('the night', 'TIME')]",the night,,,Indian,"99, 100",,,,,,,,,,,,,,"Floating human figure appearing at  a haunted Euclid corner Harzard at night, creating a dark and eerie atmosphere. Cinematic horror aesthetics, photorealistic, high detail.",,image_540.png,"{""captions"": [{""confidence"": 4.104177912125672e-05, ""sentence"": ""a city street at night with a traffic light .""}, {""confidence"": 1.8837025914658965e-05, ""sentence"": ""a city street at night with a red light .""}, {""confidence"": 1.60609989808106e-05, ""sentence"": ""a city street at night with a red light""}], ""beam_size"": 3, ""max_caption_length"": 20, ""time"": {""read"": 26, ""captioning"": 989, ""units"": ""ms""}}","['a city street at night with a traffic light .', 'a city street at night with a red light .', 'a city street at night with a red light']",15.0,0.6174,parking meter,Generated Image no description 3/image_540.png
